disease,severity,tmean_c,rain_7d_mm,humidity_pct,risk_level
mosaic,moderate,29.23,9.35,86.7,CRITICAL
mites,severe,32.79,0.38,74.2,CRITICAL
mosaic,severe,30.6,25.69,53.0,CRITICAL
mosaic,severe,29.99,0.8,62.9,CRITICAL
leaf_curl,severe,33.78,13.33,68.5,CRITICAL
anthracnose,mild,29.14,63.24,73.9,HIGH
mites,mild,33.73,0.99,58.8,HIGH
mites,moderate,33.4,8.53,53.9,CRITICAL
mites,moderate,29.18,3.23,56.2,CRITICAL
mites,mild,37.43,20.1,59.6,MEDIUM
anthracnose,moderate,30.87,9.48,57.7,MEDIUM
mites,moderate,28.07,0.21,44.5,CRITICAL
mites,moderate,27.73,10.09,57.5,MEDIUM
mosaic,mild,30.32,31.21,57.4,MEDIUM
leaf_curl,mild,25.13,4.34,74.0,HIGH
mites,severe,31.91,25.59,85.3,MEDIUM
mosaic,mild,28.93,2.75,77.8,MEDIUM
anthracnose,mild,24.0,2.45,82.3,MEDIUM
mosaic,moderate,31.3,32.11,83.1,MEDIUM
leaf_curl,severe,25.8,58.68,63.4,CRITICAL
anthracnose,severe,26.16,44.02,75.9,CRITICAL
anthracnose,severe,29.4,12.81,74.0,HIGH
mosaic,moderate,30.49,4.63,70.5,CRITICAL
mosaic,severe,29.97,0.43,62.0,CRITICAL
mosaic,mild,33.01,4.47,64.2,HIGH
mites,mild,29.53,10.62,63.5,MEDIUM
mosaic,mild,31.11,4.65,55.2,HIGH
mites,severe,34.46,11.91,79.3,CRITICAL
leaf_curl,moderate,26.52,51.87,77.6,CRITICAL
mosaic,moderate,26.03,23.05,59.6,CRITICAL
mites,moderate,28.09,1.14,50.6,CRITICAL
anthracnose,mild,25.98,35.58,90.8,HIGH
mosaic,moderate,23.58,3.96,88.6,MEDIUM
leaf_curl,mild,20.14,20.8,77.6,MEDIUM
anthracnose,mild,27.01,85.93,64.5,MEDIUM
mosaic,severe,28.53,30.69,70.5,CRITICAL
mites,moderate,34.97,5.33,71.8,HIGH
mites,mild,31.59,6.49,61.7,MEDIUM
mites,moderate,21.18,14.82,70.3,LOW
leaf_curl,moderate,28.26,192.16,100.0,HIGH
mosaic,mild,30.09,3.16,73.8,HIGH
leaf_curl,severe,26.66,63.83,79.3,CRITICAL
mites,mild,34.33,1.78,44.4,HIGH
mites,moderate,31.59,10.12,61.8,HIGH
mites,mild,32.85,1.76,78.9,MEDIUM
mites,moderate,26.37,12.2,58.4,MEDIUM
mosaic,moderate,25.15,48.74,52.2,HIGH
mites,mild,34.56,7.17,37.0,MEDIUM
mosaic,severe,28.47,13.8,40.8,CRITICAL
mites,mild,26.48,7.04,60.3,MEDIUM
mosaic,moderate,24.38,18.31,64.9,MEDIUM
anthracnose,severe,30.29,4.04,69.1,HIGH
anthracnose,mild,26.73,27.3,73.4,MEDIUM
mosaic,mild,26.56,27.83,83.7,MEDIUM
anthracnose,mild,30.76,10.33,61.7,LOW
mosaic,moderate,30.52,14.96,63.6,HIGH
mosaic,severe,35.6,12.96,58.3,CRITICAL
leaf_curl,mild,27.55,6.19,63.5,HIGH
mites,moderate,34.27,10.49,31.0,CRITICAL
mosaic,mild,30.69,28.21,78.7,MEDIUM
mites,mild,30.59,11.18,68.0,MEDIUM
mosaic,mild,33.33,11.58,55.4,HIGH
mites,moderate,31.71,7.14,53.5,CRITICAL
leaf_curl,severe,26.18,6.15,72.1,CRITICAL
leaf_curl,mild,24.44,8.24,66.2,HIGH
mites,moderate,31.19,56.09,81.7,MEDIUM
mites,moderate,22.23,4.19,66.8,HIGH
mites,severe,31.02,7.92,56.7,CRITICAL
leaf_curl,mild,32.08,24.27,84.3,HIGH
anthracnose,moderate,29.74,7.5,68.9,MEDIUM
leaf_curl,mild,33.19,15.42,75.9,HIGH
mites,severe,26.84,2.35,44.4,CRITICAL
leaf_curl,mild,32.75,38.43,81.0,HIGH
leaf_curl,mild,31.7,148.08,90.8,MEDIUM
leaf_curl,severe,28.55,74.13,74.5,CRITICAL
mites,moderate,28.84,0.7,72.2,CRITICAL
anthracnose,mild,28.56,3.47,73.6,MEDIUM
leaf_curl,moderate,31.76,5.29,89.1,HIGH
mosaic,severe,25.93,16.71,63.3,CRITICAL
mosaic,mild,29.3,17.76,71.2,MEDIUM
anthracnose,moderate,28.19,14.02,69.7,MEDIUM
mites,severe,27.71,8.0,77.3,HIGH
mites,severe,28.58,19.98,58.5,HIGH
mosaic,mild,28.81,8.77,62.4,HIGH
anthracnose,moderate,25.05,21.39,71.9,HIGH
leaf_curl,moderate,26.86,13.15,63.8,CRITICAL
leaf_curl,mild,35.48,6.87,93.5,MEDIUM
mites,mild,34.91,1.1,60.5,HIGH
mites,moderate,28.03,16.64,34.7,HIGH
leaf_curl,severe,30.23,37.62,80.3,CRITICAL
leaf_curl,moderate,27.66,107.1,84.4,CRITICAL
anthracnose,mild,26.78,1.76,94.9,MEDIUM
mosaic,mild,29.92,0.42,55.3,HIGH
leaf_curl,mild,32.98,0.58,81.6,HIGH
mosaic,moderate,31.27,20.59,60.9,HIGH
mosaic,moderate,30.15,8.08,42.7,CRITICAL
leaf_curl,mild,26.59,36.68,88.7,HIGH
anthracnose,moderate,24.89,14.74,100.0,HIGH
leaf_curl,mild,29.17,19.81,75.5,HIGH
mosaic,moderate,27.33,35.83,41.2,HIGH
leaf_curl,severe,25.24,23.88,86.1,CRITICAL
mosaic,moderate,37.29,8.22,56.4,CRITICAL
mites,severe,32.94,27.98,50.8,CRITICAL
leaf_curl,severe,29.09,25.72,80.7,CRITICAL
mosaic,severe,30.1,23.31,68.6,CRITICAL
mosaic,mild,28.69,27.38,99.3,MEDIUM
leaf_curl,severe,27.78,12.14,75.0,CRITICAL
anthracnose,severe,32.86,34.6,81.3,HIGH
mosaic,mild,33.33,0.07,66.3,HIGH
mites,moderate,20.91,1.54,64.7,HIGH
leaf_curl,mild,28.24,33.07,91.7,HIGH
mosaic,severe,31.07,18.68,77.7,CRITICAL
mosaic,mild,30.15,6.07,75.8,MEDIUM
anthracnose,severe,26.96,65.25,81.3,CRITICAL
mites,severe,32.44,11.88,75.5,CRITICAL
mosaic,moderate,27.36,3.83,37.2,CRITICAL
mosaic,moderate,29.68,43.7,84.0,MEDIUM
mites,moderate,29.83,3.43,60.0,CRITICAL
anthracnose,mild,29.02,19.79,86.4,MEDIUM
anthracnose,severe,28.61,11.21,85.7,CRITICAL
anthracnose,severe,29.35,41.4,89.1,CRITICAL
leaf_curl,mild,26.78,9.77,70.8,HIGH
mosaic,mild,28.8,2.52,69.7,HIGH
mosaic,moderate,24.37,19.42,52.4,HIGH
mosaic,mild,30.62,27.66,65.5,MEDIUM
leaf_curl,mild,26.27,33.36,80.0,HIGH
mites,severe,31.14,31.13,67.7,HIGH
anthracnose,mild,18.27,72.22,65.5,MEDIUM
mites,mild,25.54,0.85,73.2,MEDIUM
anthracnose,mild,30.33,63.59,79.5,HIGH
mosaic,severe,30.12,21.86,70.5,CRITICAL
anthracnose,mild,23.24,31.36,80.5,MEDIUM
leaf_curl,severe,26.14,8.16,84.6,CRITICAL
leaf_curl,moderate,29.11,44.62,76.3,CRITICAL
anthracnose,severe,23.8,28.07,76.3,CRITICAL
mites,severe,31.13,3.04,80.1,CRITICAL
anthracnose,moderate,34.8,33.84,79.3,MEDIUM
leaf_curl,severe,30.06,70.35,67.8,CRITICAL
mosaic,moderate,31.85,7.09,81.3,CRITICAL
anthracnose,mild,25.37,47.19,78.8,MEDIUM
leaf_curl,mild,31.38,21.0,89.1,HIGH
mites,moderate,27.43,17.62,67.0,MEDIUM
mosaic,severe,22.61,53.52,59.4,HIGH
mites,mild,33.34,7.65,42.9,MEDIUM
anthracnose,moderate,22.76,19.14,71.2,MEDIUM
mites,mild,33.73,1.51,51.6,HIGH
anthracnose,severe,27.11,5.43,82.2,CRITICAL
leaf_curl,mild,29.83,60.59,88.5,MEDIUM
mosaic,severe,27.64,28.51,60.9,CRITICAL
mites,severe,30.65,39.5,54.4,CRITICAL
leaf_curl,mild,27.28,31.69,81.8,HIGH
anthracnose,severe,25.92,7.1,56.3,HIGH
mites,severe,34.67,8.76,52.5,CRITICAL
leaf_curl,severe,25.53,2.14,94.7,CRITICAL
mosaic,moderate,30.31,40.48,42.1,HIGH
leaf_curl,severe,21.11,4.99,92.0,HIGH
mosaic,severe,28.43,34.06,51.0,CRITICAL
leaf_curl,moderate,28.38,40.02,73.5,CRITICAL
mosaic,mild,27.38,3.07,85.6,MEDIUM
mites,mild,25.47,9.24,69.2,MEDIUM
leaf_curl,mild,28.71,45.04,80.5,HIGH
mosaic,severe,26.65,7.75,72.8,CRITICAL
leaf_curl,severe,31.25,30.43,75.3,CRITICAL
mosaic,mild,27.29,65.46,50.4,MEDIUM
anthracnose,severe,29.31,10.67,66.8,HIGH
mosaic,severe,28.37,0.39,61.2,CRITICAL
leaf_curl,mild,25.88,74.58,89.0,MEDIUM
anthracnose,moderate,22.41,25.34,84.5,HIGH
mosaic,moderate,27.94,10.41,62.5,HIGH
mosaic,severe,28.07,13.63,76.4,CRITICAL
mites,severe,22.54,10.05,70.8,MEDIUM
mosaic,moderate,25.16,5.92,51.8,CRITICAL
leaf_curl,severe,20.19,24.52,90.6,CRITICAL
anthracnose,severe,34.11,105.02,78.4,CRITICAL
mosaic,severe,30.21,27.22,71.7,CRITICAL
mites,moderate,28.18,2.53,69.6,CRITICAL
anthracnose,moderate,24.6,5.92,78.8,MEDIUM
anthracnose,moderate,28.28,28.03,80.0,HIGH
mosaic,severe,32.53,19.22,54.7,CRITICAL
leaf_curl,mild,29.31,33.21,70.4,HIGH
mosaic,mild,27.94,26.22,52.1,HIGH
anthracnose,mild,25.41,16.66,93.1,MEDIUM
leaf_curl,moderate,28.03,8.05,87.6,HIGH
mites,severe,31.03,9.94,65.0,CRITICAL
mites,severe,33.61,23.22,67.7,HIGH
leaf_curl,severe,26.65,18.22,76.0,CRITICAL
leaf_curl,severe,25.76,54.76,69.5,CRITICAL
mites,mild,33.08,5.91,79.7,MEDIUM
leaf_curl,severe,27.53,39.83,70.2,CRITICAL
mites,moderate,26.03,8.97,53.7,HIGH
leaf_curl,mild,25.38,2.25,92.9,MEDIUM
mites,moderate,30.62,16.49,64.0,MEDIUM
mites,severe,30.73,23.07,56.4,HIGH
anthracnose,mild,20.36,12.65,89.7,MEDIUM
leaf_curl,severe,23.81,15.05,91.6,CRITICAL
mites,mild,27.45,8.43,78.9,LOW
mosaic,mild,33.24,9.62,65.4,HIGH
mosaic,moderate,26.89,3.69,76.2,CRITICAL
mosaic,mild,33.5,4.86,89.6,MEDIUM
mosaic,mild,29.99,19.8,53.3,HIGH
mosaic,moderate,26.22,22.95,92.3,HIGH
anthracnose,moderate,23.89,2.25,78.2,MEDIUM
anthracnose,moderate,24.83,23.03,91.5,CRITICAL
mites,mild,30.18,4.34,66.7,HIGH
mites,severe,31.59,2.01,58.5,CRITICAL
leaf_curl,mild,24.1,113.57,49.8,MEDIUM
leaf_curl,moderate,25.49,22.85,90.9,CRITICAL
mites,moderate,34.25,11.69,46.0,CRITICAL
mites,moderate,24.94,12.37,59.8,MEDIUM
mosaic,severe,29.35,1.44,80.5,CRITICAL
anthracnose,moderate,25.67,8.36,79.2,MEDIUM
mosaic,severe,27.02,3.55,58.8,CRITICAL
anthracnose,moderate,22.61,28.08,67.6,HIGH
mosaic,severe,23.96,6.88,86.6,HIGH
anthracnose,severe,21.77,16.86,67.4,MEDIUM
anthracnose,moderate,25.78,13.23,64.8,MEDIUM
leaf_curl,mild,22.27,6.54,95.9,MEDIUM
mosaic,moderate,25.45,26.15,64.2,HIGH
mosaic,moderate,31.7,68.28,53.5,HIGH
anthracnose,moderate,29.7,54.42,81.5,CRITICAL
anthracnose,mild,24.25,40.17,75.2,MEDIUM
mites,mild,29.16,11.95,60.8,MEDIUM
mites,moderate,25.48,24.45,66.1,MEDIUM
mites,mild,26.96,11.68,58.5,MEDIUM
mosaic,mild,29.09,3.05,71.1,HIGH
leaf_curl,mild,28.41,29.34,80.7,HIGH
mites,severe,30.09,7.05,48.7,CRITICAL
mites,moderate,29.71,1.39,60.5,CRITICAL
leaf_curl,moderate,30.82,68.25,79.7,CRITICAL
mosaic,severe,31.06,12.1,91.4,CRITICAL
mites,severe,28.88,2.6,71.5,CRITICAL
mosaic,mild,29.72,15.54,78.5,MEDIUM
mosaic,severe,28.08,7.91,71.6,CRITICAL
leaf_curl,moderate,21.85,71.53,78.3,HIGH
mosaic,moderate,29.01,9.22,65.8,CRITICAL
anthracnose,moderate,26.17,2.69,73.3,MEDIUM
anthracnose,severe,28.86,73.04,85.8,CRITICAL
anthracnose,moderate,26.61,35.71,67.9,HIGH
mosaic,mild,30.57,0.9,62.2,HIGH
mosaic,mild,26.97,8.1,60.8,HIGH
leaf_curl,severe,22.45,32.96,69.1,CRITICAL
mites,mild,26.34,6.6,32.9,MEDIUM
leaf_curl,mild,28.31,5.26,80.0,HIGH
mites,mild,26.3,16.17,72.0,LOW
anthracnose,severe,24.0,18.51,69.2,MEDIUM
leaf_curl,mild,25.26,21.75,75.2,HIGH
anthracnose,mild,31.96,89.75,76.7,HIGH
mites,severe,37.28,3.87,61.9,CRITICAL
mosaic,moderate,29.34,3.29,47.7,CRITICAL
mosaic,moderate,21.08,12.92,71.8,MEDIUM
mosaic,severe,31.04,31.68,78.1,HIGH
mites,moderate,35.66,4.99,94.4,CRITICAL
mites,moderate,27.18,7.1,51.1,HIGH
anthracnose,severe,27.06,19.94,66.1,HIGH
leaf_curl,moderate,25.65,8.91,67.4,CRITICAL
mites,moderate,24.68,6.33,50.5,HIGH
anthracnose,moderate,28.92,0.37,86.1,HIGH
mosaic,mild,28.02,11.43,48.3,HIGH
anthracnose,mild,29.45,12.12,89.6,MEDIUM
leaf_curl,moderate,26.75,15.17,65.7,CRITICAL
leaf_curl,moderate,30.17,4.7,75.6,CRITICAL
leaf_curl,mild,32.88,2.23,92.2,MEDIUM
mites,moderate,30.12,6.87,56.3,HIGH
mites,mild,27.82,10.3,73.3,LOW
anthracnose,mild,31.72,52.38,87.3,HIGH
mites,severe,28.38,11.71,67.8,CRITICAL
mites,severe,29.36,10.62,57.5,CRITICAL
mosaic,mild,28.62,47.13,58.5,MEDIUM
mosaic,moderate,31.99,14.32,68.5,HIGH
mosaic,moderate,31.23,0.18,60.0,CRITICAL
leaf_curl,severe,25.32,33.52,99.4,CRITICAL
anthracnose,severe,33.94,9.48,69.9,LOW
mites,moderate,31.09,10.87,66.7,HIGH
mites,mild,21.79,17.53,55.5,LOW
mites,mild,26.34,5.19,41.5,MEDIUM
mosaic,moderate,25.46,6.54,44.7,CRITICAL
mites,severe,31.41,0.09,64.3,CRITICAL
anthracnose,mild,23.03,4.51,71.5,LOW
mites,moderate,32.09,0.79,78.6,CRITICAL
mosaic,moderate,28.97,29.68,46.7,CRITICAL
mites,moderate,32.84,37.24,68.7,MEDIUM
mites,severe,32.88,10.38,44.9,CRITICAL
mosaic,mild,31.67,33.43,74.7,MEDIUM
mosaic,mild,29.67,8.61,48.5,HIGH
anthracnose,mild,33.15,2.74,74.2,LOW
anthracnose,mild,27.46,16.01,57.9,LOW
mosaic,severe,28.67,48.69,91.4,HIGH
mites,mild,31.58,6.86,46.9,MEDIUM
mites,mild,22.79,6.5,68.3,LOW
leaf_curl,mild,26.75,1.0,84.6,HIGH
mosaic,moderate,33.31,20.23,77.6,HIGH
leaf_curl,mild,28.73,133.0,78.5,HIGH
mosaic,severe,27.5,3.0,72.4,CRITICAL
leaf_curl,severe,26.94,35.32,79.2,CRITICAL
leaf_curl,mild,32.26,16.41,69.3,HIGH
anthracnose,mild,31.38,53.98,68.0,HIGH
anthracnose,severe,26.19,16.09,76.8,HIGH
anthracnose,moderate,28.69,9.26,65.2,MEDIUM
anthracnose,moderate,26.24,1.23,78.9,MEDIUM
anthracnose,mild,27.03,52.92,65.3,HIGH
mites,severe,28.54,1.4,81.1,CRITICAL
mites,severe,27.18,16.99,66.8,MEDIUM
leaf_curl,moderate,25.92,12.51,80.3,CRITICAL
leaf_curl,moderate,25.93,12.56,72.3,CRITICAL
anthracnose,severe,25.14,10.75,84.6,CRITICAL
anthracnose,mild,32.6,2.08,86.7,LOW
anthracnose,moderate,30.03,36.32,81.8,CRITICAL
mosaic,severe,34.05,13.4,70.6,CRITICAL
anthracnose,severe,25.43,40.68,70.9,CRITICAL
mosaic,severe,33.04,13.38,47.5,CRITICAL
mites,severe,29.14,0.37,66.8,CRITICAL
leaf_curl,moderate,26.39,39.02,67.2,CRITICAL
mosaic,mild,28.56,4.45,66.0,HIGH
mosaic,mild,28.72,1.22,53.8,HIGH
leaf_curl,mild,33.99,49.72,90.0,MEDIUM
mosaic,moderate,35.85,40.27,51.9,MEDIUM
leaf_curl,moderate,29.46,2.52,87.3,HIGH
mosaic,severe,27.74,25.4,47.1,CRITICAL
anthracnose,moderate,27.15,2.78,75.8,MEDIUM
mosaic,severe,26.22,2.64,59.8,CRITICAL
leaf_curl,severe,31.27,2.29,81.1,CRITICAL
mosaic,mild,28.13,16.08,85.9,MEDIUM
mites,moderate,29.65,12.65,60.3,HIGH
anthracnose,moderate,28.66,1.97,63.9,MEDIUM
leaf_curl,moderate,28.34,17.52,79.8,CRITICAL
leaf_curl,severe,26.05,31.43,100.0,CRITICAL
anthracnose,mild,23.47,4.15,76.7,LOW
mosaic,moderate,30.05,28.68,59.8,CRITICAL
leaf_curl,moderate,31.72,43.09,83.4,CRITICAL
anthracnose,severe,31.44,17.43,88.0,CRITICAL
mites,moderate,29.73,31.69,69.1,MEDIUM
leaf_curl,severe,29.27,125.31,86.5,CRITICAL
anthracnose,moderate,27.52,37.59,87.2,CRITICAL
mites,severe,27.71,0.91,67.7,CRITICAL
anthracnose,mild,23.53,8.82,73.5,LOW
mites,severe,24.17,51.73,64.1,MEDIUM
mites,mild,31.41,6.05,43.4,MEDIUM
mosaic,mild,26.79,10.56,75.3,MEDIUM
mosaic,severe,29.76,64.72,70.8,CRITICAL
anthracnose,moderate,26.79,2.58,65.7,MEDIUM
mites,mild,28.96,5.29,60.5,MEDIUM
anthracnose,severe,22.22,47.43,75.7,CRITICAL
mosaic,severe,29.11,11.87,63.4,CRITICAL
leaf_curl,mild,30.75,14.3,72.9,HIGH
leaf_curl,moderate,26.18,54.23,86.1,HIGH
mosaic,severe,26.72,4.25,57.6,CRITICAL
mosaic,severe,32.29,45.49,53.4,CRITICAL
mosaic,mild,33.89,53.88,82.6,LOW
mites,mild,30.34,7.11,80.7,MEDIUM
leaf_curl,moderate,36.78,37.63,64.8,HIGH
mites,mild,36.97,1.12,57.8,HIGH
mosaic,mild,26.33,3.91,48.3,HIGH
mites,mild,30.89,5.29,59.6,MEDIUM
mites,severe,33.31,6.58,59.7,CRITICAL
leaf_curl,moderate,25.4,4.85,74.2,CRITICAL
leaf_curl,mild,24.76,9.8,68.3,HIGH
mites,mild,30.86,26.5,48.4,MEDIUM
mosaic,moderate,27.65,43.77,89.8,MEDIUM
leaf_curl,moderate,24.27,4.33,76.8,CRITICAL
anthracnose,severe,26.49,10.88,79.1,HIGH
mosaic,mild,26.72,17.49,62.4,MEDIUM
leaf_curl,mild,26.64,24.25,79.0,HIGH
anthracnose,mild,29.91,30.26,91.7,HIGH
mosaic,severe,36.07,12.06,80.1,HIGH
mites,severe,24.9,28.36,58.8,MEDIUM
mosaic,moderate,25.77,62.85,59.8,HIGH
anthracnose,mild,27.97,81.74,80.7,HIGH
leaf_curl,moderate,37.22,12.57,80.0,CRITICAL
mosaic,moderate,31.53,1.65,55.4,CRITICAL
mites,severe,33.73,4.69,68.7,CRITICAL
mites,moderate,24.21,2.24,72.8,HIGH
anthracnose,severe,36.92,2.4,58.5,LOW
mites,severe,29.49,3.16,61.3,CRITICAL
leaf_curl,severe,21.2,51.75,77.0,CRITICAL
mites,mild,29.46,5.43,69.5,MEDIUM
leaf_curl,moderate,24.59,27.14,80.5,CRITICAL
leaf_curl,moderate,22.25,21.11,76.9,CRITICAL
leaf_curl,severe,25.82,32.32,87.6,CRITICAL
leaf_curl,severe,29.38,11.8,78.2,CRITICAL
leaf_curl,moderate,26.65,0.27,85.9,HIGH
anthracnose,mild,26.13,21.3,86.6,HIGH
leaf_curl,moderate,31.45,31.15,82.8,CRITICAL
leaf_curl,mild,26.6,1.85,81.0,HIGH
leaf_curl,moderate,30.38,9.66,87.2,HIGH
mosaic,mild,37.08,9.35,57.7,HIGH
leaf_curl,mild,25.66,38.95,76.4,HIGH
anthracnose,severe,27.72,28.5,86.0,CRITICAL
anthracnose,severe,23.73,1.93,88.3,HIGH
mites,severe,31.15,11.87,57.6,CRITICAL
mites,severe,32.99,14.59,54.1,CRITICAL
leaf_curl,severe,30.18,5.48,83.0,CRITICAL
leaf_curl,severe,27.46,17.95,74.5,CRITICAL
mosaic,moderate,25.87,24.61,91.3,HIGH
mites,severe,32.54,8.19,70.3,CRITICAL
leaf_curl,mild,27.47,14.71,90.0,HIGH
anthracnose,severe,35.26,39.15,63.4,MEDIUM
leaf_curl,mild,30.26,64.71,94.1,MEDIUM
leaf_curl,mild,31.98,10.7,90.2,HIGH
leaf_curl,severe,24.11,24.93,65.2,CRITICAL
anthracnose,mild,30.99,1.76,58.9,LOW
anthracnose,mild,30.81,3.52,74.2,MEDIUM
mosaic,mild,27.75,20.71,61.7,MEDIUM
mites,mild,37.08,4.43,65.7,HIGH
mites,mild,28.65,29.21,64.7,MEDIUM
mites,moderate,33.56,5.97,57.3,HIGH
leaf_curl,moderate,23.24,15.43,48.8,CRITICAL
leaf_curl,mild,21.17,0.81,64.7,MEDIUM
leaf_curl,moderate,32.64,12.24,66.7,CRITICAL
anthracnose,moderate,25.11,18.4,78.7,MEDIUM
mites,mild,38.0,4.53,80.9,MEDIUM
mosaic,mild,29.79,1.32,54.7,HIGH
mites,mild,31.26,1.04,51.1,HIGH
leaf_curl,mild,29.23,8.96,80.8,HIGH
mites,mild,32.03,16.51,31.4,MEDIUM
mites,moderate,29.13,6.98,62.1,HIGH
anthracnose,mild,30.33,22.29,95.7,HIGH
leaf_curl,severe,28.36,5.61,62.2,CRITICAL
leaf_curl,moderate,30.31,5.47,78.7,CRITICAL
mosaic,mild,27.64,6.01,87.8,MEDIUM
mosaic,severe,30.62,20.32,59.6,CRITICAL
mosaic,moderate,32.55,1.44,58.3,CRITICAL
leaf_curl,mild,28.16,3.39,71.0,HIGH
anthracnose,mild,24.05,7.25,75.1,MEDIUM
mites,moderate,29.07,3.81,47.5,CRITICAL
mites,mild,29.69,1.21,53.5,HIGH
mosaic,severe,29.69,1.03,64.9,CRITICAL
anthracnose,moderate,27.76,16.78,86.8,HIGH
mites,severe,29.9,32.72,58.2,HIGH
leaf_curl,severe,29.79,3.13,71.5,CRITICAL
leaf_curl,mild,30.59,12.76,89.0,HIGH
leaf_curl,severe,22.99,4.57,64.8,CRITICAL
mites,severe,30.49,4.16,49.3,CRITICAL
anthracnose,severe,23.9,72.3,82.2,CRITICAL
anthracnose,moderate,22.03,5.44,53.2,LOW
anthracnose,mild,27.89,34.96,91.9,HIGH
anthracnose,severe,35.55,35.0,92.7,HIGH
mites,mild,31.98,14.07,65.8,MEDIUM
leaf_curl,moderate,28.99,4.12,53.9,CRITICAL
anthracnose,severe,27.3,3.2,78.2,HIGH
mites,severe,28.41,7.35,55.2,CRITICAL
anthracnose,severe,34.53,10.25,65.8,LOW
mites,mild,33.81,6.08,72.5,MEDIUM
anthracnose,moderate,28.72,8.1,100.0,HIGH
mosaic,mild,27.61,17.68,55.8,HIGH
leaf_curl,mild,32.02,46.45,86.5,MEDIUM
leaf_curl,mild,33.44,26.35,59.9,MEDIUM
mites,moderate,28.66,1.3,33.9,CRITICAL
leaf_curl,mild,28.25,46.14,58.1,MEDIUM
mosaic,severe,33.66,11.55,66.8,CRITICAL
mosaic,moderate,29.89,0.85,59.5,CRITICAL
anthracnose,severe,27.02,51.31,53.7,CRITICAL
mosaic,severe,28.54,9.97,58.1,CRITICAL
leaf_curl,severe,33.29,24.19,72.0,CRITICAL
anthracnose,severe,29.2,3.2,82.9,CRITICAL
mosaic,mild,34.35,24.65,57.4,HIGH
mites,mild,28.4,8.0,70.1,MEDIUM
mites,mild,32.05,3.01,79.5,MEDIUM
mites,moderate,29.24,38.41,51.1,HIGH
mosaic,moderate,29.41,0.13,63.8,CRITICAL
leaf_curl,moderate,28.39,8.96,83.2,CRITICAL
leaf_curl,mild,29.08,35.33,74.0,HIGH
anthracnose,moderate,28.85,5.66,61.3,MEDIUM
anthracnose,severe,27.5,9.36,75.9,HIGH
mites,severe,26.56,21.52,48.0,HIGH
leaf_curl,severe,32.34,1.12,70.4,CRITICAL
mosaic,mild,33.0,34.03,80.2,LOW
mosaic,severe,30.74,11.94,54.3,CRITICAL
mosaic,moderate,30.61,6.21,70.7,CRITICAL
mosaic,moderate,31.0,38.05,71.4,HIGH
leaf_curl,moderate,28.41,11.9,88.1,CRITICAL
mites,mild,30.72,15.3,44.4,MEDIUM
anthracnose,moderate,28.14,16.74,91.0,HIGH
mites,mild,24.31,8.05,43.2,MEDIUM
mites,mild,28.69,4.4,62.2,HIGH
mosaic,moderate,29.6,1.33,45.7,CRITICAL
mosaic,mild,25.41,7.85,63.5,HIGH
anthracnose,severe,28.83,2.88,75.8,HIGH
mites,mild,29.17,46.34,56.5,MEDIUM
mites,moderate,28.72,9.88,42.4,CRITICAL
mosaic,severe,29.47,0.99,65.1,CRITICAL
anthracnose,mild,29.12,15.08,88.9,MEDIUM
mites,severe,35.46,7.88,61.3,CRITICAL
mites,severe,29.99,11.37,41.6,CRITICAL
mosaic,severe,34.17,1.01,52.3,CRITICAL
mites,mild,30.74,1.07,44.8,HIGH
leaf_curl,mild,28.67,7.68,87.1,MEDIUM
mites,moderate,29.78,11.46,67.6,HIGH
mites,severe,30.51,20.26,50.9,CRITICAL
mites,severe,31.32,10.13,71.5,CRITICAL
mosaic,moderate,32.35,11.7,72.9,HIGH
mosaic,moderate,25.8,28.62,69.2,HIGH
mites,moderate,34.92,1.12,68.8,CRITICAL
mosaic,mild,26.58,48.42,80.6,LOW
mites,moderate,32.61,10.69,58.0,HIGH
mosaic,mild,30.65,0.79,71.0,HIGH
anthracnose,mild,20.95,21.17,74.6,MEDIUM
mosaic,moderate,29.46,2.75,48.8,CRITICAL
mosaic,severe,27.49,4.47,67.2,CRITICAL
mosaic,moderate,27.52,16.98,55.1,CRITICAL
anthracnose,moderate,23.54,92.41,69.0,HIGH
mites,moderate,27.96,7.05,63.6,MEDIUM
mites,moderate,35.22,22.73,67.2,MEDIUM
mites,mild,33.58,6.71,66.5,MEDIUM
mites,moderate,26.92,8.51,39.7,HIGH
mites,severe,29.28,5.28,74.6,CRITICAL
leaf_curl,mild,31.01,16.48,93.2,HIGH
mites,severe,26.81,5.6,44.2,CRITICAL
anthracnose,moderate,26.61,103.13,78.8,CRITICAL
mites,moderate,27.06,0.75,48.6,CRITICAL
mites,mild,28.25,24.66,62.7,MEDIUM
leaf_curl,moderate,28.67,28.0,81.1,CRITICAL
mites,severe,30.87,3.21,43.6,CRITICAL
anthracnose,severe,24.3,22.84,75.8,CRITICAL
mites,severe,30.64,0.78,48.7,CRITICAL
anthracnose,moderate,27.63,96.67,90.7,CRITICAL
mosaic,severe,31.5,0.67,57.6,CRITICAL
mosaic,moderate,29.66,6.26,53.7,CRITICAL
leaf_curl,moderate,29.13,119.31,75.1,CRITICAL
mites,moderate,34.55,10.28,56.3,HIGH
mites,severe,28.33,3.54,57.4,CRITICAL
mosaic,mild,32.01,1.52,59.7,HIGH
anthracnose,mild,25.59,1.45,77.9,MEDIUM
anthracnose,mild,29.81,67.31,83.4,HIGH
