green_ratio,yellow_ratio,orange_ratio,avg_temp,max_temp,min_temp,ripeness_stage,taste,quality_grade,buying_recommendation
0.279,0.648,0.074,26.97,28.91,24.01,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.875,0.08,0.045,23.44,25.11,21.01,Unripe,Bitter vegetal,Grade_3,Do not buy
0.067,0.651,0.282,30.75,34.08,27.9,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.949,0.136,0.01,25.1,28.28,22.6,Unripe,Bitter vegetal,Grade_3,Do not buy
0.746,0.219,0.034,13.91,16.74,11.5,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.717,0.392,0.01,25.61,27.5,22.46,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.106,0.714,0.179,15.14,16.85,12.57,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.367,0.445,0.188,27.32,30.56,24.06,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.853,0.04,0.107,31.91,34.39,28.86,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.626,0.289,0.085,30.63,32.85,28.08,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.901,0.062,0.037,13.83,15.96,12.16,Unripe,Bland or bitter,Grade_3,Do not buy
0.119,0.706,0.175,22.88,25.72,20.75,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.287,0.681,0.033,29.93,32.27,28.24,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.063,0.662,0.275,31.32,34.11,28.52,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.132,0.663,0.205,13.22,15.26,9.72,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.068,0.602,0.331,26.38,28.96,23.96,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.739,0.335,0.01,13.19,15.95,11.18,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.13,0.695,0.175,14.51,16.69,11.14,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.332,0.581,0.086,26.21,29.49,23.51,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.256,0.554,0.19,31.14,34.63,29.11,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.317,0.614,0.069,14.95,18.43,12.89,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.45,0.449,0.101,31.42,34.51,28.75,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.146,0.699,0.155,14.57,17.95,12.97,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.22,0.678,0.101,14.19,17.16,11.09,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.404,0.533,0.063,13.41,15.23,10.02,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.127,0.64,0.233,14.77,17.3,11.72,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.106,0.683,0.211,23.13,26.06,21.13,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.899,0.054,0.048,13.43,15.06,10.83,Unripe,Bland or bitter,Grade_3,Do not buy
0.134,0.75,0.116,32.53,34.16,29.59,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.835,0.112,0.053,32.42,34.45,29.29,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.561,0.308,0.131,31.83,33.77,29.43,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.709,0.309,0.01,26.27,29.27,23.31,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.476,0.454,0.07,27.35,29.84,24.18,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.825,0.063,0.112,13.2,16.63,11.44,Unripe,Bland or bitter,Grade_3,Do not buy
0.624,0.205,0.17,13.67,17.13,10.48,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.557,0.332,0.111,29.4,32.26,27.79,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.707,0.369,0.01,15.4,18.39,13.48,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.104,0.711,0.186,32.8,34.43,29.3,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.804,0.13,0.066,26.71,28.44,24.56,Unripe,Bitter vegetal,Grade_3,Do not buy
0.594,0.385,0.021,25.0,27.71,23.12,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.921,0.146,0.01,28.43,31.27,26.45,Unripe,Bitter vegetal,Grade_3,Do not buy
0.299,0.663,0.039,29.47,32.5,26.55,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.223,0.558,0.219,27.28,29.99,24.97,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.118,0.628,0.254,31.28,33.62,28.66,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.151,0.562,0.287,15.64,17.88,13.01,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.526,0.541,0.01,22.93,25.11,20.0,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.843,0.06,0.097,31.48,34.68,28.48,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.604,0.224,0.172,13.76,16.36,10.37,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.392,0.478,0.13,32.09,33.98,30.42,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.471,0.409,0.12,15.02,17.26,12.52,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.295,0.567,0.138,24.93,26.77,21.81,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.904,0.097,0.01,15.1,18.46,11.7,Unripe,Bitter vegetal,Grade_3,Do not buy
0.564,0.291,0.145,23.78,26.79,20.69,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.449,0.534,0.017,24.55,26.43,21.27,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.093,0.63,0.277,24.54,27.09,22.74,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.563,0.346,0.091,14.68,17.67,11.39,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.301,0.6,0.099,15.23,18.03,11.99,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.806,0.13,0.064,25.54,28.15,22.98,Unripe,Bitter vegetal,Grade_3,Do not buy
0.116,0.635,0.249,24.05,26.35,21.95,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.686,0.242,0.072,26.52,29.62,23.89,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.698,0.332,0.01,26.54,28.09,25.04,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.395,0.461,0.144,29.34,32.16,26.03,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.57,0.246,0.184,15.13,16.93,12.22,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.837,0.086,0.077,26.93,29.29,24.24,Unripe,Bitter vegetal,Grade_3,Do not buy
0.813,0.07,0.116,27.31,28.83,24.97,Unripe,Bitter vegetal,Grade_3,Do not buy
0.581,0.333,0.086,23.39,25.18,20.36,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.508,0.496,0.01,15.56,17.21,12.07,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.091,0.643,0.266,28.43,31.86,26.58,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.068,0.737,0.195,22.82,24.44,19.37,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.459,0.484,0.057,14.56,17.8,11.79,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.183,0.614,0.203,26.18,28.86,24.41,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.864,0.096,0.04,30.0,33.38,26.89,Unripe,Bitter vegetal,Grade_3,Do not buy
0.32,0.633,0.047,15.48,18.35,13.46,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.401,0.55,0.049,23.24,24.96,21.3,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.243,0.615,0.142,15.4,18.03,13.54,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.37,0.408,0.222,15.0,16.97,11.63,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.136,0.706,0.158,25.1,28.1,23.13,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.056,0.678,0.266,27.31,28.99,24.79,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.334,0.686,0.01,13.47,15.55,10.8,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.268,0.658,0.074,29.65,31.99,27.26,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.89,0.039,0.072,13.68,16.39,11.97,Unripe,Bland or bitter,Grade_3,Do not buy
0.101,0.71,0.189,25.65,28.89,22.52,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.835,0.054,0.111,15.15,18.56,12.64,Unripe,Bitter vegetal,Grade_3,Do not buy
0.167,0.643,0.19,26.78,28.64,24.31,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.491,0.404,0.105,22.88,26.26,19.51,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.071,0.654,0.276,30.3,32.76,27.13,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.501,0.473,0.026,23.08,25.42,21.12,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.83,0.035,0.136,14.93,16.98,11.83,Unripe,Bland or bitter,Grade_3,Do not buy
0.857,0.138,0.01,13.21,15.29,11.36,Unripe,Bland or bitter,Grade_3,Do not buy
0.626,0.382,0.01,32.67,34.59,30.04,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.112,0.606,0.283,25.75,27.89,24.06,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.093,0.619,0.288,15.84,18.11,12.83,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.846,0.101,0.053,14.61,17.64,12.84,Unripe,Bland or bitter,Grade_3,Do not buy
0.396,0.532,0.072,30.37,32.81,27.09,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.114,0.662,0.224,24.38,26.67,20.97,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.896,0.066,0.038,26.71,29.04,24.99,Unripe,Bitter vegetal,Grade_3,Do not buy
0.565,0.315,0.119,14.93,17.93,11.77,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.304,0.556,0.14,25.18,27.33,22.74,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.138,0.606,0.256,15.41,17.4,13.43,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.167,0.689,0.144,14.74,17.88,12.77,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.482,0.459,0.059,29.94,32.5,28.44,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.598,0.242,0.16,26.53,29.45,24.99,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.054,0.735,0.211,13.22,15.34,10.0,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.29,0.61,0.1,31.08,33.92,29.02,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.267,0.638,0.095,14.34,17.56,12.31,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.889,0.091,0.021,28.39,31.35,26.85,Unripe,Bitter vegetal,Grade_3,Do not buy
0.191,0.623,0.186,32.65,34.69,30.22,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.528,0.468,0.01,30.3,32.84,27.45,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.306,0.57,0.125,30.49,33.84,27.94,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.353,0.403,0.244,32.03,34.8,29.41,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.498,0.45,0.052,30.42,31.96,27.61,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.893,0.067,0.04,13.26,15.01,11.04,Unripe,Bland or bitter,Grade_3,Do not buy
0.668,0.367,0.01,13.13,16.63,9.64,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.388,0.447,0.165,14.46,16.79,11.52,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.334,0.611,0.055,32.54,34.17,29.66,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.264,0.686,0.05,25.17,26.84,22.14,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.364,0.472,0.164,26.26,28.82,23.23,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.151,0.688,0.161,27.42,30.81,25.66,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.127,0.64,0.233,26.1,28.61,24.45,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.846,0.109,0.045,32.1,35.25,29.57,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.242,0.597,0.16,14.74,17.64,11.82,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.808,0.133,0.059,14.37,17.51,12.18,Unripe,Bland or bitter,Grade_3,Do not buy
0.512,0.453,0.035,27.31,29.23,24.81,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.397,0.461,0.142,29.14,31.58,27.29,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.379,0.438,0.183,15.74,17.6,12.62,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.881,0.046,0.073,32.74,34.51,30.2,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.173,0.69,0.137,30.03,32.37,26.65,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.14,0.731,0.129,31.91,34.54,28.98,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.941,0.139,0.01,15.84,19.27,13.83,Unripe,Bitter vegetal,Grade_3,Do not buy
0.136,0.682,0.182,14.71,17.09,13.12,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.259,0.601,0.14,25.57,28.57,22.13,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.306,0.553,0.141,25.98,28.81,22.75,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.824,0.127,0.048,27.07,29.83,24.78,Unripe,Bitter vegetal,Grade_3,Do not buy
0.601,0.396,0.01,31.93,33.81,29.09,Color Break,Fermented or mushy,Grade_2,Buy and consume immediately
0.05,0.721,0.229,23.46,25.85,20.17,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.375,0.418,0.206,13.44,15.55,11.75,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.126,0.691,0.183,14.71,17.27,11.56,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.321,0.689,0.01,25.27,26.99,22.79,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.182,0.697,0.121,24.94,28.04,22.18,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.844,0.075,0.081,29.28,31.38,26.2,Unripe,Bitter vegetal,Grade_3,Do not buy
0.556,0.393,0.05,24.02,26.85,20.57,Color Break,Mild sweetness,Grade_2,Can buy and ripen
0.471,0.418,0.111,26.84,29.3,23.93,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.057,0.629,0.314,26.19,28.84,23.58,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.588,0.211,0.201,31.92,33.81,28.5,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.379,0.476,0.145,30.12,32.16,27.71,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.244,0.656,0.1,15.82,17.66,12.8,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.347,0.692,0.01,13.59,16.4,11.31,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.829,0.118,0.053,30.57,33.42,27.81,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.815,0.103,0.083,13.36,16.04,11.68,Unripe,Bland or bitter,Grade_3,Do not buy
0.093,0.626,0.281,31.44,33.5,28.15,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.555,0.27,0.175,22.9,25.47,20.84,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.562,0.232,0.205,25.93,28.68,24.13,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.444,0.476,0.081,30.48,32.12,28.8,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.093,0.653,0.253,31.44,33.55,29.58,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.813,0.116,0.071,13.59,15.39,10.98,Unripe,Bland or bitter,Grade_3,Do not buy
0.103,0.71,0.187,13.17,15.59,11.28,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.192,0.553,0.254,15.69,17.26,12.37,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.916,0.084,0.01,31.86,34.48,29.85,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.68,0.223,0.097,29.34,32.58,25.84,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.891,0.079,0.03,23.79,26.51,22.21,Unripe,Bitter vegetal,Grade_3,Do not buy
0.33,0.634,0.036,32.17,34.33,29.03,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.806,0.134,0.06,24.49,26.27,21.9,Unripe,Bitter vegetal,Grade_3,Do not buy
0.552,0.219,0.229,13.16,15.47,10.31,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.234,0.694,0.072,26.54,29.42,24.7,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.404,0.432,0.164,14.81,17.65,12.23,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.133,0.619,0.248,32.73,34.89,30.02,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.536,0.526,0.01,28.56,31.04,26.39,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.26,0.662,0.078,24.12,26.74,21.17,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.221,0.642,0.137,31.2,33.25,28.93,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.317,0.572,0.111,24.96,28.12,22.88,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.725,0.354,0.01,14.25,17.31,12.25,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.316,0.656,0.028,15.84,18.6,13.44,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.069,0.676,0.255,31.68,34.44,29.48,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.609,0.279,0.113,26.66,28.35,23.26,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.274,0.656,0.07,13.89,16.37,11.13,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.697,0.274,0.029,15.16,17.43,13.22,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.132,0.691,0.176,27.22,30.72,23.95,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.131,0.656,0.213,29.52,31.38,26.86,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.731,0.264,0.01,23.44,26.55,20.73,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.844,0.137,0.019,15.52,17.66,12.53,Unripe,Bitter vegetal,Grade_3,Do not buy
0.544,0.466,0.01,28.79,30.98,25.92,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.225,0.572,0.204,14.22,16.92,12.07,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.547,0.5,0.01,31.12,33.73,27.83,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.147,0.607,0.246,14.07,16.6,12.17,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.414,0.489,0.097,13.22,16.34,10.1,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.828,0.043,0.128,32.25,34.99,29.19,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.45,0.454,0.096,13.83,16.02,10.79,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.462,0.532,0.01,30.89,33.43,28.81,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.077,0.739,0.184,30.78,32.46,27.74,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.125,0.647,0.229,13.92,15.7,10.65,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.266,0.569,0.164,14.39,16.44,10.89,Mostly Ripe,Bland or bitter,Grade_2,Highly recommended
0.7,0.329,0.01,28.16,29.67,25.7,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.153,0.564,0.283,24.69,26.33,21.28,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.072,0.738,0.189,30.77,32.63,29.05,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.263,0.689,0.047,31.54,34.12,28.98,Mostly Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.378,0.4,0.222,15.43,17.96,12.48,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.466,0.424,0.11,32.03,34.46,29.33,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.067,0.711,0.222,13.91,17.04,10.63,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.102,0.685,0.213,27.31,29.2,24.58,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.168,0.609,0.224,25.8,28.05,24.09,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.294,0.626,0.081,23.74,25.7,20.75,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.476,0.512,0.011,14.31,17.09,12.24,Half Ripe,Bland or bitter,Grade_2,Can buy and ripen
0.609,0.28,0.111,31.39,33.99,29.46,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.636,0.33,0.034,32.68,35.55,30.81,Color Break,Fermented or mushy,Grade_3,Buy and consume immediately
0.077,0.72,0.203,14.36,16.08,11.42,Fully Ripe,Bland or bitter,Grade_1,Highly recommended
0.321,0.589,0.091,23.62,25.98,21.66,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.653,0.251,0.096,27.03,29.29,24.71,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.296,0.618,0.087,15.57,17.85,13.26,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.819,0.128,0.054,31.31,34.02,28.43,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.427,0.53,0.043,24.7,27.56,21.51,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.196,0.68,0.124,27.06,29.96,23.98,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.209,0.624,0.167,14.26,17.53,11.94,Mostly Ripe,Bland or bitter,Grade_1,Highly recommended
0.208,0.552,0.24,24.51,26.87,21.04,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.61,0.32,0.071,15.33,17.9,12.74,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.281,0.608,0.111,28.27,29.96,25.75,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.885,0.089,0.026,15.2,17.5,13.39,Unripe,Bitter vegetal,Grade_3,Do not buy
0.651,0.36,0.01,14.32,17.79,12.03,Color Break,Bland or bitter,Grade_2,Can buy and ripen
0.092,0.661,0.247,31.79,33.38,28.31,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.063,0.719,0.218,24.96,27.93,22.6,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.486,0.491,0.023,15.31,17.63,12.51,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.907,0.051,0.042,13.24,14.95,10.48,Unripe,Bland or bitter,Grade_3,Do not buy
0.169,0.564,0.267,32.89,34.91,31.14,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.876,0.1,0.023,24.88,27.67,22.96,Unripe,Bitter vegetal,Grade_3,Do not buy
0.065,0.736,0.2,31.95,34.01,28.55,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.163,0.64,0.197,26.97,30.23,23.47,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.837,0.122,0.042,14.76,16.52,13.21,Unripe,Bland or bitter,Grade_3,Do not buy
0.688,0.321,0.01,15.81,17.63,12.5,Color Break,Mild sweetness,Grade_3,Can buy and ripen
0.253,0.573,0.174,31.66,34.77,28.93,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.701,0.289,0.01,13.93,16.34,10.84,Color Break,Bland or bitter,Grade_3,Can buy and ripen
0.926,0.109,0.01,13.69,17.11,10.93,Unripe,Bland or bitter,Grade_3,Do not buy
0.202,0.594,0.204,29.52,31.21,26.17,Mostly Ripe,Sweet tropical,Grade_2,Highly recommended
0.464,0.455,0.082,31.47,33.08,28.62,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.519,0.46,0.022,24.51,27.24,22.1,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
0.139,0.675,0.186,30.05,32.36,26.9,Fully Ripe,Fermented or mushy,Grade_1,Buy and consume immediately
0.196,0.629,0.176,24.27,27.36,21.02,Mostly Ripe,Sweet tropical,Grade_1,Highly recommended
0.928,0.123,0.01,30.67,34.13,28.63,Unripe,Fermented or mushy,Grade_3,Buy and consume immediately
0.358,0.506,0.136,31.54,33.98,28.62,Half Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.094,0.617,0.289,15.12,17.33,13.25,Fully Ripe,Very sweet aromatic,Grade_1,Highly recommended
0.279,0.599,0.122,30.17,32.01,26.74,Mostly Ripe,Fermented or mushy,Grade_2,Buy and consume immediately
0.353,0.472,0.175,24.75,26.51,21.81,Half Ripe,Balanced sweetness,Grade_2,Can buy and ripen
